original_idx,split,pathway_id,cond_vec,x,mol_desc,edge_attr,product_smiles,system_id,reactant_smiles
0,train,PFHxS-1,"[12.5, nan, 25.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[[4, 1, 4, 2, 2, 0, 1, 0, 2], [0, 4, 4, 2, 2, 0, 4, 0, 2], [0, 4, 4, 2, 2, 0, 4, 0, 2], [4, 1, 4, 2, 2, 0, 1, 0, 2], [0, 4, 4, 2, 2, 0, 4, 0, 2], [4, 1, 4, 2, 2, 0, 1, 0, 2], [0, 4, 4, 2, 2, 0, 4, 0, 2], [4, 1, 4, 2, 2, 0, 1, 0, 2], [0, 4, 4, 2, 2, 0, 4, 0, 2], [4, 1, 4, 2, 2, 0, 1, 0, 2], [0, 4, 4, 2, 2, 0, 4, 0, 2], [3, 4, 4, 2, 2, 0, 6, 0, 2], [2, 1, 4, 1, 2, 0, 2, 0, 2], [2, 1, 4, 2, 2, 0, 2, 1, 2], [2, 1, 4, 1, 2, 0, 2, 0, 2], [4, 1, 4, 2, 2, 0, 1, 0, 2], [4, 1, 4, 2, 2, 0, 1, 0, 2], [4, 1, 4, 2, 2, 0, 1, 0, 2], [4, 1, 4, 2, 2, 0, 1, 0, 2], [4, 1, 4, 2, 2, 0, 1, 0, 2], [4, 1, 4, 2, 2, 0, 1, 0, 2], [4, 1, 4, 2, 2, 0, 1, 0, 2], [4, 1, 4, 2, 2, 0, 1, 0, 2]]","[[0.52173912525177, 0.782608687877655, 1.0, 19.5, 9.58549690246582, 10.401992797851562, 9.5, 4.426800727844238, 5.866864204406738, 3.7871737480163574, 5.25003719329834, 2.2285430431365967, 3.1328516006469727, 0.9171018600463867, 1.3692561388015747, 23.0, 1.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 1.0, 17.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 6], [1, 0, 0, 0, 0, 6], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 6], [1, 0, 0, 0, 0, 6], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",FC(C(F)(F)F)(F)C(C(C(F)(F)S(=O)(O)=O)(F)F)(F)F,0,FC(C(F)(C(F)(C(F)(C(F)(C(S(=O)(O)=O)(F)F)F)F)F)F)(F)F
1,train,PFHxS-1,"[12.5, nan, 25.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[[4, 1, 4, 2, 2, 0, 1, 0, 2], [0, 4, 4, 2, 2, 0, 4, 0, 2], [0, 4, 4, 2, 2, 0, 4, 0, 2], [4, 1, 4, 2, 2, 0, 1, 0, 2], [4, 1, 4, 2, 2, 0, 1, 0, 2], [4, 1, 4, 2, 2, 0, 1, 0, 2], [4, 1, 4, 2, 2, 0, 1, 0, 2], [0, 4, 4, 2, 2, 0, 4, 0, 2], [0, 4, 4, 2, 2, 0, 4, 0, 2], [0, 4, 4, 2, 2, 0, 4, 0, 2], [4, 1, 4, 2, 2, 0, 1, 0, 2], [4, 1, 4, 2, 2, 0, 1, 0, 2], [3, 4, 4, 2, 2, 0, 6, 0, 2], [2, 1, 4, 1, 2, 0, 2, 0, 2], [2, 1, 4, 2, 2, 0, 2, 1, 2], [2, 1, 4, 1, 2, 0, 2, 0, 2], [4, 1, 4, 2, 2, 0, 1, 0, 2], [4, 1, 4, 2, 2, 0, 1, 0, 2], [4, 1, 4, 2, 2, 0, 1, 0, 2], [4, 1, 4, 2, 2, 0, 1, 0, 2]]","[[0.6000000238418579, 0.8999999761581421, 1.100000023841858, 17.0, 8.329567909240723, 9.146063804626465, 8.25, 3.7988362312316895, 5.2388997077941895, 3.212780714035034, 4.675644397735596, 1.8342037200927734, 2.7385122776031494, 0.7199321389198303, 1.172086477279663, 20.0, 1.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 1.0, 15.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 6], [1, 0, 0, 0, 0, 6], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 6], [1, 0, 0, 0, 0, 6], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",FC(F)(C(F)(F)C(F)(F)C(F)(S(=O)(O)=O)F)F,0,FC(C(F)(F)F)(F)C(C(C(F)(F)S(=O)(O)=O)(F)F)(F)F
2,train,PFHxS-1,"[12.5, nan, 25.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[[4, 1, 4, 2, 2, 0, 1, 0, 2], [0, 4, 4, 2, 2, 0, 4, 0, 2], [4, 1, 4, 2, 2, 0, 1, 0, 2], [0, 4, 4, 2, 2, 0, 4, 0, 2], [4, 1, 4, 2, 2, 0, 1, 0, 2], [4, 1, 4, 2, 2, 0, 1, 0, 2], [0, 4, 4, 2, 2, 0, 4, 0, 2], [4, 1, 4, 2, 2, 0, 1, 0, 2], [4, 1, 4, 2, 2, 0, 1, 0, 2], [0, 4, 4, 2, 2, 0, 4, 0, 2], [4, 1, 4, 2, 2, 0, 1, 0, 2], [3, 4, 4, 2, 2, 0, 6, 0, 2], [2, 1, 4, 1, 2, 0, 2, 0, 2], [2, 1, 4, 2, 2, 0, 2, 1, 2], [2, 1, 4, 1, 2, 0, 2, 0, 2], [4, 1, 4, 2, 2, 0, 1, 0, 2], [4, 1, 4, 2, 2, 0, 1, 0, 2]]","[[0.7058823704719543, 1.0, 1.1764706373214722, 14.5, 7.073638916015625, 7.890135288238525, 7.0, 3.1708717346191406, 4.610935211181641, 2.638387680053711, 4.101251125335693, 1.4398642778396606, 2.344172954559326, 0.5227624773979187, 0.9749167561531067, 17.0, 1.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 1.0, 13.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 6], [1, 0, 0, 0, 0, 6], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 6], [1, 0, 0, 0, 0, 6], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",FC(F)(S(=O)(O)=O)C(F)C(O)=O,0,FC(F)(C(F)(F)C(F)(F)C(F)(S(=O)(O)=O)F)F
3,train,PFHxS-2,"[12.5, nan, 25.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[[4, 1, 4, 2, 2, 0, 1, 0, 2], [0, 4, 4, 2, 2, 0, 4, 0, 2], [3, 4, 4, 2, 2, 0, 6, 0, 2], [2, 1, 4, 1, 2, 0, 2, 0, 2], [2, 1, 4, 2, 2, 0, 2, 1, 2], [2, 1, 4, 1, 2, 0, 2, 0, 2], [0, 3, 4, 2, 2, 0, 4, 1, 2], [0, 3, 4, 1, 2, 0, 4, 0, 2], [2, 1, 4, 1, 2, 0, 2, 1, 2], [2, 1, 4, 1, 2, 0, 2, 0, 2], [4, 1, 4, 2, 2, 0, 1, 0, 2], [4, 1, 4, 2, 2, 0, 1, 0, 2]]","[[1.4166666269302368, 1.75, 1.8333333730697632, 10.15470027923584, 5.238664150238037, 6.0551605224609375, 5.104059219360352, 2.3212952613830566, 3.7613584995269775, 1.7376604080200195, 3.232102155685425, 0.8557949066162109, 1.7505818605422974, 0.27450206875801086, 0.636829137802124, 12.0, 2.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 2.0, 9.0, 3.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 6], [1, 0, 0, 0, 0, 6], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 6], [1, 0, 0, 0, 0, 6], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1, 3], [0, 0, 0, 0, 1, 3], [1, 0, 0, 0, 1, 3], [1, 0, 0, 0, 1, 3], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",OC(F)C(F)(S(=O)(O)=O)F,0,FC(S(=O)(O)=O)(C(C(O)=O)F)F
4,train,PFHxS-2,"[12.5, nan, 25.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[[4, 1, 4, 2, 2, 0, 1, 0, 2], [0, 4, 4, 2, 2, 0, 4, 0, 2], [3, 4, 4, 2, 2, 0, 6, 0, 2], [2, 1, 4, 1, 2, 0, 2, 0, 2], [2, 1, 4, 2, 2, 0, 2, 1, 2], [2, 1, 4, 1, 2, 0, 2, 0, 2], [0, 3, 4, 2, 2, 0, 4, 1, 2], [0, 3, 4, 1, 2, 0, 4, 0, 2], [2, 1, 4, 1, 2, 0, 2, 1, 2], [2, 1, 4, 1, 2, 0, 2, 0, 2], [4, 1, 4, 2, 2, 0, 1, 0, 2], [4, 1, 4, 2, 2, 0, 1, 0, 2]]","[[1.4166666269302368, 1.75, 1.8333333730697632, 10.15470027923584, 5.238664150238037, 6.0551605224609375, 5.104059219360352, 2.3212952613830566, 3.7613584995269775, 1.7376604080200195, 3.232102155685425, 0.8557949066162109, 1.7505818605422974, 0.27450206875801086, 0.636829137802124, 12.0, 2.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 2.0, 9.0, 3.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 6], [1, 0, 0, 0, 0, 6], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 6], [1, 0, 0, 0, 0, 6], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1, 3], [0, 0, 0, 0, 1, 3], [1, 0, 0, 0, 1, 3], [1, 0, 0, 0, 1, 3], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",FC(F)C(F)C(O)=O,0,FC(S(=O)(O)=O)(C(C(O)=O)F)F
6,train,PFHxS-2,"[12.5, nan, 25.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[[4, 1, 4, 2, 2, 0, 1, 0, 2], [0, 4, 4, 2, 2, 0, 4, 0, 2], [4, 1, 4, 2, 2, 0, 1, 0, 2], [2, 1, 4, 2, 2, 0, 2, 1, 2], [0, 3, 4, 2, 2, 0, 4, 1, 2], [4, 1, 4, 2, 2, 0, 1, 0, 2], [0, 3, 4, 1, 2, 0, 4, 0, 2], [2, 1, 4, 1, 2, 0, 2, 1, 2], [2, 1, 4, 1, 2, 0, 2, 0, 2]]","[[1.5555555820465088, 1.8888888359069824, 1.8888888359069824, 7.654700756072998, 4.013919353485107, 4.013919353485107, 3.8540592193603516, 1.8248703479766846, 1.8248703479766846, 1.2885699272155762, 1.2885699272155762, 0.5217460989952087, 0.5217460989952087, 0.1485583782196045, 0.1485583782196045, 9.0, 2.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 6.0, 2.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1, 3], [0, 0, 0, 0, 1, 3], [1, 0, 0, 0, 1, 3], [1, 0, 0, 0, 1, 3]]",[H]C([H])(C(O)=O)O,0,FC(F)(O)C(F)C(O)=O
7,train,PFHxS-2,"[12.5, nan, 25.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[[2, 1, 4, 2, 2, 0, 2, 1, 2], [0, 3, 4, 2, 2, 0, 4, 1, 2], [4, 1, 4, 2, 2, 0, 1, 0, 2], [0, 4, 4, 2, 2, 0, 4, 0, 2], [4, 1, 4, 2, 2, 0, 1, 0, 2], [3, 4, 4, 2, 2, 0, 6, 0, 2], [2, 1, 4, 1, 2, 0, 2, 0, 2], [2, 1, 4, 2, 2, 0, 2, 1, 2], [2, 1, 4, 1, 2, 0, 2, 0, 2], [4, 1, 4, 2, 2, 0, 1, 0, 2]]","[[1.399999976158142, 1.7000000476837158, 1.7000000476837158, 8.577350616455078, 4.330415725708008, 5.146912097930908, 4.193375587463379, 1.8630880117416382, 3.3031513690948486, 1.3726656436920166, 2.867107391357422, 0.6212411522865295, 1.5035862922668457, 0.12289349734783173, 0.36868050694465637, 10.0, 2.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 2.0, 8.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 6], [1, 0, 0, 0, 0, 6], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 6], [1, 0, 0, 0, 0, 6], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",[H]C([H])(C(O)=O)O,0,OC(F)C(F)(S(=O)(O)=O)F
8,train,PFHxS-3,"[12.5, nan, 25.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[[4, 1, 4, 2, 2, 0, 1, 0, 2], [0, 4, 4, 2, 2, 0, 4, 0, 2], [0, 4, 4, 2, 2, 0, 4, 0, 2], [4, 1, 4, 2, 2, 0, 1, 0, 2], [0, 4, 4, 2, 2, 0, 4, 0, 2], [4, 1, 4, 2, 2, 0, 1, 0, 2], [0, 4, 4, 2, 2, 0, 4, 0, 2], [4, 1, 4, 2, 2, 0, 1, 0, 2], [0, 4, 4, 2, 2, 0, 4, 0, 2], [4, 1, 4, 2, 2, 0, 1, 0, 2], [0, 4, 4, 2, 2, 0, 4, 0, 2], [3, 4, 4, 2, 2, 0, 6, 0, 2], [2, 1, 4, 1, 2, 0, 2, 0, 2], [2, 1, 4, 2, 2, 0, 2, 1, 2], [2, 1, 4, 1, 2, 0, 2, 0, 2], [4, 1, 4, 2, 2, 0, 1, 0, 2], [4, 1, 4, 2, 2, 0, 1, 0, 2], [4, 1, 4, 2, 2, 0, 1, 0, 2], [4, 1, 4, 2, 2, 0, 1, 0, 2], [4, 1, 4, 2, 2, 0, 1, 0, 2], [4, 1, 4, 2, 2, 0, 1, 0, 2], [4, 1, 4, 2, 2, 0, 1, 0, 2], [4, 1, 4, 2, 2, 0, 1, 0, 2]]","[[0.52173912525177, 0.782608687877655, 1.0, 19.5, 9.58549690246582, 10.401992797851562, 9.5, 4.426800727844238, 5.866864204406738, 3.7871737480163574, 5.25003719329834, 2.2285430431365967, 3.1328516006469727, 0.9171018600463867, 1.3692561388015747, 23.0, 1.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 1.0, 17.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 6], [1, 0, 0, 0, 0, 6], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 6], [1, 0, 0, 0, 0, 6], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",[H]C(C([H])(C([H])(C(O)(F)[H])[H])[H])(C(C(O)=O)[H])[H],0,FC(C(F)(C(F)(C(F)(C(F)(C(S(=O)(O)=O)(F)F)F)F)F)F)(F)F
